I_D,FLAG_TSUNA,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPT,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_N,LATITUDE,LONGITUDE,REGION_COD,DEATHS,DEATHS_DES,MISSING,MISSING_DE,INJURIES,INJURIES_D,DAMAGE_MIL,DAMAGE_DES,HOUSES_DES,HOUSES_D_1,HOUSES_DAM,HOUSES_D_2,TOTAL_DEAT,TOTAL_DE_1,TOTAL_MISS,TOTAL_MI_1,TOTAL_INJU,TOTAL_IN_1,TOTAL_DAMA,TOTAL_DA_1,TOTAL_HOUS,TOTAL_HO_1,TOTAL_HO_2,TOTAL_HO_3
6358,Tsu,1949,1,27,11,0,,150,,,,,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,54.600000000000001,163.500000000000000,50,,,,,,,,,,,,,,,,,,,,,,,,
7779,Tsu,1949,2,9,13,28,30,15,,,,,,,,,GREECE,,GRFECE:  OFF WEST COAST,38.200000000000003,20.000000000000000,130,,,,,,,,,,,,,,,,,,,,,,,,
3898,Tsu,1949,4,13,19,55,42,,7.000000000000000,,7.000000000000000,6.900000000000000,,,,8,USA,WA,WASHINGTON,47.167000000000002,-122.617000000000004,150,8,1,,,,,25.000000000000000,4,,,,,8,1,,,,,25.000000000000000,4,,,,
3901,Tsu,1949,4,20,3,29,7,70,7.300000000000000,,7.300000000000000,,,,,,CHILE,,"CHILE:  ANGOL, TRAIGUEN",-38.000000000000000,-73.500000000000000,160,57,2,,,,,,2,,,,,57,2,,,,,,2,,,,
3902,,1949,4,24,4,22,,100,6.300000000000000,,6.300000000000000,6.100000000000000,,,,,IRAN,,"IRAN:  MAKHL-E-NAKHODA,BANDAR ABBAS,BAZAAR",27.280000000000001,56.460000000000001,140,,,,,,,,3,,,,,,,,,,,,,,,,
6359,Tsu,1949,5,9,13,36,18,,6.700000000000000,,6.700000000000000,,,,,,INDONESIA,,INDONESIA:  BANDA ACEH,5.000000000000000,95.000000000000000,60,,,,,,,,,,,,,,,,,,,,,,,,
3907,Tsu,1949,7,23,15,3,30,,6.700000000000000,,6.700000000000000,,,,,9,GREECE,,"GREECE:  CHIOS, OENOUSSAE; TURKEY: KARABURUN",38.579999999999998,26.230000000000000,130,7,1,,,435,3,,3,534,3,5501,4,7,1,,,435,3,,4,534,3,5501,4
3916,,1949,8,6,0,35,,70,7.500000000000000,,,,,,7.500000000000000,,TONGA,,TONGA ISLANDS,-18.500000000000000,-174.500000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
3921,Tsu,1949,8,22,4,1,12.2,25,8.100000000000000,8.100000000000000,8.100000000000000,,,,,,CANADA,,CANADA:  QUEEN CHARLOTTE ISLANDS,53.619999999999997,-133.270000000000010,150,,,,,,,,,,,,,,,,,,,,,,,,
9908,Tsu,1949,9,5,2,54,1,80,6.400000000000000,,6.400000000000000,,,,,,PHILIPPINES,,PHILIPPINES:  N LUZON,17.000000000000000,121.500000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
3922,,1949,9,15,3,45,,,,,,,,,,12,ITALY,,ITALY:  CENTRAL,42.500000000000000,12.699999999999999,130,,,,,,,,,,,,,,,,,,,,,,,,
6360,Tsu,1949,10,19,21,0,19,60,7.500000000000000,7.500000000000000,7.100000000000000,7.400000000000000,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-5.500000000000000,154.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
3923,,1949,11,17,1,19,52,,,,,,,,,5,USA,CA,CALIFORNIA:  SOUTHERN,33.750000000000000,-118.250000000000000,150,,,,,,,9.000000000000000,3,,,,,,,,,,,9.000000000000000,3,,,,
3926,Tsu,1949,12,17,6,53,30,33,7.800000000000000,,7.800000000000000,,,,,,CHILE,,CHILE:  TIERRA DEL FUEGO,-54.000000000000000,-71.000000000000000,160,1,1,,,,,,1,,,,,1,1,,,,,,1,,,,
3927,Tsu,1949,12,17,15,7,55,33,7.800000000000000,,7.800000000000000,,,,,,CHILE,,CHILE:  TIERRA DEL FUEGO,-54.000000000000000,-71.000000000000000,160,3,1,,,,,,1,,,,,3,1,,,,,,1,,,,
3929,Tsu,1949,12,29,3,3,54,,7.200000000000000,,7.200000000000000,,,,,8,PHILIPPINES,,PHILIPPINES:  LUZON:  E,17.000000000000000,121.629999999999995,170,,1,,,,,,2,,2,,2,16,1,,,,,,2,,2,,
3931,,1950,1,19,17,27,,,,,,,,,,,IRAN,,IRAN: BUSHIRE,27.300000000000001,53.200000000000003,140,20,1,,,,,,3,,,,,,,,,,,,,,,,
6588,Tsu,1950,1,30,0,56,32,33,7.000000000000000,,7.000000000000000,,,,,6,CHILE,,CHILE:  SOUTHERN,-53.500000000000000,-71.500000000000000,160,,1,,,,,,,,,,,,1,,,,,,,,,,
3933,,1950,2,4,9,31,,,,,,,,,,,TURKEY,,TURKEY,40.000000000000000,40.000000000000000,140,20,1,,,,,,1,,,,,,,,,,,,,,,,
3935,,1950,2,28,10,20,,340,7.900000000000000,,,,,,7.900000000000000,6,RUSSIA,,RUSSIA:  SEA OF OKHOTSK,46.000000000000000,144.000000000000000,50,,,,,,,,,,,,,,,,,,,,,,,,
3937,,1950,3,7,8,3,,550,,,,,,,,5,BRAZIL,,BRAZIL,-8.000000000000000,-71.000000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
6361,Tsu,1950,3,14,18,10,41,,5.800000000000000,,5.800000000000000,,,,,,NEW ZEALAND,,N. NEW ZEALAND,-37.799999999999997,177.199999999999989,170,,,,,,,,,,,,,,,,,,,,,,,,
10123,Tsu,1950,4,30,23,49,24,,,,,,,,,,PANAMA,,PANAMA,6.500000000000000,-83.000000000000000,100,,,,,,,,,,,,,,,,,,,,,,,,
3943,,1950,6,19,12,36,54,,6.500000000000000,,6.500000000000000,,,,,7,INDONESIA,,INDONESIA:  JAVA:  GRESIK,-6.000000000000000,113.000000000000000,170,16,1,,,50,1,,1,50,1,,,16,1,,,50,1,,1,50,1,,
3947,,1950,7,9,2,35,,41,,,,,,,,9,COLOMBIA,,COLOMBIA:  ANBOLEDAS,7.800000000000000,-72.500000000000000,160,211,3,,,,,5.000000000000000,2,,,,,,,,,,,,,,,,
3948,Tsu,1950,8,3,22,18,,8,6.800000000000000,,,,,,6.800000000000000,,VENEZUELA,,VENEZUELA: EL TOCUYO,10.500000000000000,-68.000000000000000,90,100,2,,,,,,,,,,,,,,,,,,,,,,
3950,Tsu,1950,8,15,14,9,30,33,8.600000000000000,8.600000000000000,8.600000000000000,8.000000000000000,,,,11,INDIA,,INDIA-CHINA,28.500000000000000,96.500000000000000,60,1530,4,,,,,20.000000000000000,3,,,,,1530,4,,,,,20.000000000000000,3,,,,
3954,Tsu,1950,10,5,16,9,31,60,7.700000000000000,,7.700000000000000,,,,,,COSTA RICA,,COSTA RICA-NICARAGUA,11.000000000000000,-85.000000000000000,100,,,,,,3,,1,,,,,,,,,,3,,1,,,,
3955,Tsu,1950,10,8,3,23,9,60,7.600000000000000,,7.600000000000000,,,,,,INDONESIA,,INDONESIA:  SERAM,-3.800000000000000,128.300000000000011,170,,,,,,,,,,,,,1,1,,,,,,3,,3,,3
6362,Tsu,1950,10,23,16,13,20,65,7.500000000000000,7.500000000000000,7.100000000000000,,,,,,GUATEMALA,,GUATEMALA:  SAN MARCOS,14.310000000000000,-91.917000000000002,100,,,,,,,,3,,3,,3,,,,,,,,3,,3,,
3956,,1950,11,2,15,27,56,60,8.100000000000000,,8.100000000000000,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-6.500000000000000,129.500000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
6363,Tsu,1950,11,8,2,18,12,33,7.300000000000000,,7.300000000000000,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SOLOMON SEA,-10.000000000000000,159.500000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
3957,,1950,11,17,19,28,,,6.800000000000000,,,,,,6.800000000000000,11,MEXICO,,MEXICO:  GUERRERO,16.500000000000000,-100.400000000000006,150,,,,,,,,2,,,,,,,,,,,,,,,,
3959,,1950,12,2,19,51,49,60,7.800000000000000,,7.800000000000000,,,,,,VANUATU,,VANUATU ISLANDS,-18.250000000000000,167.500000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
3962,Tsu,1950,12,10,2,50,42,80,7.000000000000000,,7.000000000000000,,,,,,PERU,,"PERU:  ICA,CHIMBOTE,HUARAZ,CAJAMARCA,CUZCO,MOQUEGUA",-14.250000000000000,-75.750000000000000,160,4,1,,,12,1,,2,,2,,,4,1,,,12,1,,2,,2,,
3966,,1950,12,14,1,52,46,200,7.700000000000000,,7.700000000000000,,,,,6,TONGA,,TONGA ISLANDS,-19.500000000000000,-176.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
3964,Tsu,1950,12,14,14,15,49,50,7.500000000000000,,7.500000000000000,,,,,5,MEXICO,,MEXICO:  ACAPULCO,16.480000000000000,-98.219999999999999,150,,,,,,,,3,,,,,,,,,,,,3,,,,
3967,,1951,2,18,,,,,,,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-9.300000000000001,147.099999999999994,170,3000,4,,,,,,,,,,,,,,,,,,,,,,
7529,Tsu,1951,2,22,1,45,42,,,,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-3.700000000000000,142.199999999999989,170,,,,,,,,,,,,,,,,,,,,,,,,
3968,,1951,3,19,,,,,7.800000000000000,,,,,,7.800000000000000,,PHILIPPINES,,PHILIPPINES,9.500000000000000,127.299999999999997,170,,,,,,,,,,,,,,,,,,,,,,,,
3970,,1951,5,6,23,8,,100,6.500000000000000,,,,,,6.500000000000000,,EL SALVADOR,,EL SALVADOR:  JUCUAPA,13.000000000000000,-87.799999999999997,100,1100,4,,,,,23.000000000000000,3,,,,,1100,4,,,,,23.000000000000000,3,,,,
3973,,1951,7,9,0,4,,50,6.200000000000000,,,,,,6.200000000000000,,MEXICO,,MEXICO:  OAXACA:  MIAHIATLAN,16.100000000000001,-96.799999999999997,150,1,1,,,,,,2,,,,,,,,,,,,,,,,
3974,Tsu,1951,8,3,0,23,58,100,6.000000000000000,,6.000000000000000,,,,,,NICARAGUA,,NICARAGUA:  GULF OF FONSECA:  POTOSI,13.000000000000000,-87.500000000000000,100,,,,,,,,3,,2,,2,,,,,,,,3,,2,,2
3975,,1951,8,6,8,8,56,100,5.500000000000000,,5.500000000000000,,,,,,NICARAGUA,,NICARAGUA:  GULF OF FONSECA:  JINOTEGA,13.000000000000000,-87.500000000000000,100,,,,,,,,3,,2,,,,,,,,,,3,,2,,
3976,,1951,8,8,22,9,,,,,,,,,,12,ITALY,,ITALY:  S,41.600000000000001,13.800000000000001,130,,,,,,,,,,,,,,,,,,,,,,,,
3979,,1951,8,15,7,23,,,,,,,,,,5,USA,CA,CALIFORNIA:  TERMINAL ISLAND,33.500000000000000,-118.200000000000003,150,,,,,,,3.000000000000000,2,,,,,,,,,,,,,,,,
3980,Tsu,1951,8,21,10,57,,60,6.900000000000000,,,,,,6.900000000000000,,USA,HI,HAWAII,19.699999999999999,-156.000000000000000,150,,,,,2,1,,2,8,1,230,3,,,,,,,,,,,,
3982,Tsu,1951,10,22,5,43,1,21,7.300000000000000,,7.300000000000000,,,,,,TAIWAN,,TAIWAN,23.800000000000001,121.700000000000003,30,68,2,,,586,3,,3,2382,4,,,68,2,,,586,3,,,2382,4,,
3985,,1951,11,24,18,47,13,,7.500000000000000,,7.500000000000000,,,,,,TAIWAN,,TAIWAN,22.899999999999999,121.500000000000000,30,17,1,,,250,3,,2,,,,,17,1,,,250,3,,2,,,,
8027,Tsu,1951,12,21,8,37,29,,6.300000000000000,,6.300000000000000,,,,,9,CHINA,,CHINA:   YUNNAN PROVINCE,26.699999999999999,100.000000000000000,30,,,,,,,,4,29890,4,,,,,,,,,,4,29890,4,,
3993,Tsu,1952,3,4,1,22,41,45,8.100000000000000,8.100000000000000,8.300000000000001,,,,,9,JAPAN,,JAPAN:  HOKKAIDO,42.149999999999999,143.849999999999994,30,33,1,,,,3,,3,,3,,,33,1,,,572,3,,3,2422,4,,
3995,Tsu,1952,3,9,17,3,,,7.100000000000000,,,,,,7.100000000000000,,JAPAN,,JAPAN:  HOKKAIDO,41.700000000000003,142.500000000000000,30,,,,,17,1,,2,113,3,,,,,,,17,1,,2,113,3,,
6364,Tsu,1952,3,17,3,58,,33,,,,,,,,,USA,HI,HAWAII,19.109999999999999,-155.032999999999987,150,,,,,,,,,,,,,,,,,,,,,,,,
3996,Tsu,1952,3,19,10,57,12,,7.800000000000000,,7.800000000000000,,,,,7,PHILIPPINES,,PHILIPPINES:  BUTUAN,9.500000000000000,127.250000000000000,170,,,,,,,,1,,,,,,,,,,,,1,,,,
6365,Tsu,1952,5,13,19,32,,64,,,,,,,,,COSTA RICA,,COSTA RICA-PANAMA,10.300000000000001,-85.299999999999997,100,,,,,,,,,,,,,,,,,,,,,,,,
9916,Tsu,1952,7,13,11,58,33,260,6.800000000000000,,6.800000000000000,,,,,,VANUATU,,VANUATU ISLANDS,-18.500000000000000,169.250000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
3999,,1952,7,21,11,52,14,16,7.700000000000000,,7.700000000000000,7.300000000000000,7.200000000000000,,7.700000000000000,11,USA,CA,CALIFORNIA:  KERN COUNTY,35.000000000000000,-119.016999999999996,150,12,1,,,,3,60.000000000000000,4,,3,,2,12,1,,,,3,60.000000000000000,4,,3,,2
4002,,1952,8,22,22,41,24,16,5.800000000000000,,,,5.800000000000000,,,8,USA,CA,CALIFORNIA:  KERN COUNTY,35.332999999999998,-118.917000000000002,150,2,1,,,,2,10.000000000000000,3,90,2,,,2,1,,,,,10.000000000000000,3,90,2,,
8032,,1952,9,30,12,52,2,,6.800000000000000,,6.800000000000000,,,,,9,CHINA,,CHINA: SICHUAN PROVINCE,28.300000000000001,102.200000000000003,30,,,,,,,,3,4196,4,,,,,,,,,,3,4196,4,,
4005,,1952,10,22,17,,,,5.000000000000000,,,,,,5.000000000000000,7,TURKEY,,"TURKEY:  CEYHAN,MISIS",36.500000000000000,35.500000000000000,140,20,1,,,,,,3,,,,,,,,,,,,,,,,
4007,Tsu,1952,11,4,16,58,27.9,22,9.000000000000000,9.000000000000000,8.500000000000000,,,,,7,RUSSIA,,RUSSIA:  KAMCHATKA PENINSULA,52.755000000000003,160.056999999999988,50,,1,,,,,,,,,,,10000,4,,,,,,3,,,,
4009,,1952,12,30,12,7,,,,,,,,,,,COSTA RICA,,COSTA RICA,10.300000000000001,-83.500000000000000,100,29,1,,,,,,,,,,,,,,,,,,,,,,
4010,,1953,1,15,21,56,,,,,,,,,,,IRAN,,IRAN:  GODER,28.500000000000000,52.299999999999997,140,11,1,,,,,,,,,,,,,,,,,,,,,,
4011,,1953,1,25,19,47,,,5.700000000000000,,,,,,5.700000000000000,,HAITI,,HAITI,18.399999999999999,-73.400000000000006,90,2,1,,,,,,2,,,,,,,,,,,,,,,,
6589,Tsu,1953,2,15,,,,,5.500000000000000,,5.500000000000000,,,,,,PERU,,PERU:  LIMA,-12.000000000000000,-77.500000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
7977,Tsu,1953,3,17,13,4,,,5.800000000000000,,5.800000000000000,,,,,,RUSSIA,,RUSSIA:  N. KURIL ISLANDS,50.000000000000000,156.500000000000000,50,,,,,,,,,,,,,,,,,,,,,,,,
4014,,1953,3,18,19,6,11,,7.500000000000000,,7.500000000000000,,,,,,TURKEY,,"TURKEY:  YENICE, ONON",40.000000000000000,27.500000000000000,140,1070,4,,,,,3.570000000000000,2,,,,,1070,4,,,,,3.570000000000000,2,,,,
4020,Tsu,1953,4,23,16,24,34,35,7.400000000000000,7.400000000000000,7.500000000000000,7.200000000000000,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.449000000000000,152.867999999999995,170,,,,,,,0.013000000000000,1,,,,,,,,,,,0.013000000000000,1,,,,
4021,Tsu,1953,5,6,17,16,43,60,7.600000000000000,,,,7.600000000000000,,,10,CHILE,,"CHILE:  CHILLAN, CONCEPCION",-36.500000000000000,-72.500000000000000,160,9,1,,,26,1,500.000000000000000,4,,,,,9,1,,,26,1,500.000000000000000,4,,,,
6367,Tsu,1953,5,31,19,58,,33,7.200000000000000,,7.200000000000000,,,,,,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC: PUERTO PLATA,19.800000000000001,-70.700000000000003,90,,,,,,,,,,,,,,,,,,,,,,,,
4022,,1953,6,18,5,44,,,,,,,,,,,TURKEY,,TURKEY:  EDIRNE,41.399999999999999,26.300000000000001,140,37,1,,,,,,2,,,,,,,,,,,,,,,,
4023,,1953,7,2,6,56,,223,7.500000000000000,,,,,,7.500000000000000,,VANUATU,,VANUATU ISLANDS,-19.000000000000000,169.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
4026,,1953,8,11,3,32,,33,6.800000000000000,,6.800000000000000,,,,,9,GREECE,,GREECE:  ASPROGERAKAS (KEPHALLENIA),38.100000000000001,20.600000000000001,130,,,,,,,,,,,,,,,,,,,,,,,,
4029,Tsu,1953,8,12,9,23,52,,7.200000000000000,,7.200000000000000,,,,,10,GREECE,,GREECE:  LIXOURI-ARGOSTOLI (KEPHALLENIA),38.299999999999997,20.800000000000001,130,476,3,,,2412,4,100.000000000000000,4,27773,4,,,476,3,,,2412,4,100.000000000000000,4,27773,4,,
4031,Tsu,1953,9,10,4,5,58,,6.500000000000000,,6.500000000000000,,,,,10,CYPRUS,,CYPRUS:  PAPHOS,35.000000000000000,32.500000000000000,130,40,1,,,100,1,,2,500,3,,,40,1,,,100,2,,2,500,3,,
7443,Tsu,1953,9,14,0,26,36,33,6.400000000000000,6.400000000000000,6.800000000000000,,,,,,FIJI,,FIJI ISLANDS,-18.300000000000001,178.199999999999989,170,2,1,,,,,,2,,2,,,7,1,,,12,1,,2,,2,,1
9959,,1953,11,4,3,49,13.2,35,7.500000000000000,7.500000000000000,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-13.189000000000000,166.515999999999991,170,,,,,,,,,,,,,,,,,,,,,,,,
4032,Tsu,1953,11,25,17,48,,60,7.400000000000000,,7.400000000000000,,,,,,JAPAN,,JAPAN:  KASHIMA,34.000000000000000,141.699999999999989,30,1,1,,,,,,1,,,,,1,1,,,,,,1,,,,
4033,,1953,12,7,2,5,,128,7.400000000000000,,,,,,7.400000000000000,,CHILE,,CHILE:  NORTHERN,-22.100000000000001,-68.700000000000003,160,3,1,,,,,7.310000000000000,3,,,,,,,,,,,,,,,,
4034,Tsu,1953,12,12,17,31,25,30,7.400000000000000,,7.400000000000000,,,,,9,PERU,,OFF COAST OF PERU,-3.400000000000000,-80.599999999999994,160,6,1,,,20,1,,2,200,3,,,6,1,,,20,1,,2,200,3,,
4042,,1954,3,21,23,42,11,180,7.400000000000000,,7.400000000000000,,,,,,MYANMAR (BURMA),,"MYANMAR; INDIA:  CALCUTTA, CUTTACK, BHAGALPUR",24.500000000000000,95.299999999999997,60,,,,,,,,2,,,,,,,,,,,,2,,,,
4043,,1954,3,29,6,17,,640,7.000000000000000,,,,,,7.000000000000000,,SPAIN,,SPAIN,37.000000000000000,-3.500000000000000,130,,,,,,,,3,,,,,,,,,,,,,,,,
4044,,1954,4,20,,,,,7.000000000000000,,,,,,7.000000000000000,,GREECE,,GREECE,39.799999999999997,22.100000000000001,130,25,1,,,,,,,,,,,,,,,,,,,,,,
4046,,1954,4,30,13,2,,,7.000000000000000,,,,,,7.000000000000000,10,GREECE,,GREECE:  SOPHADES (KARDITSA),39.299999999999997,22.199999999999999,130,31,1,,,,,3.150000000000000,2,,,,,,,,,,,,,,,,
4049,,1954,7,2,2,45,,,6.800000000000000,,,,,,6.800000000000000,9,PHILIPPINES,,"PHILIPPINES:  LUZON:  SORSOGON, BACON, LEGASPI",13.000000000000000,123.900000000000006,170,13,1,,,101,3,,2,,,,,13,1,,,101,3,,,,,,
4051,,1954,8,20,15,30,,,5.000000000000000,,,,,,5.000000000000000,,IRAN,,"IRAN:  TONBAK,KANGAN,SABAKHI,AKHTAR",27.500000000000000,52.000000000000000,140,1,1,,,,,,3,,,,,,,,,,,,,,,,
4055,Tsu,1954,9,9,1,4,37,,6.700000000000000,,6.700000000000000,,,,,11,ALGERIA,,ALGERIA:  ORLEANSVILLE,36.283000000000001,1.467000000000000,15,1243,4,,,5000,4,6.000000000000000,3,20000,4,,,1243,4,,,5000,4,6.000000000000000,3,20000,4,,
4056,,1954,9,9,2,49,48,,6.700000000000000,,6.700000000000000,,,,,11,ALGERIA,,ALGERIA:  EL ASNAM,36.000000000000000,1.500000000000000,15,,,,,,,,,,,,,,,,,,,,,,,,
4057,,1954,9,9,2,52,24,,,,,,,,,11,ALGERIA,,ALGERIA:  EL ASNAM,36.000000000000000,1.500000000000000,15,,,,,,,,,,,,,,,,,,,,,,,,
4058,,1954,9,9,9,28,42,,6.000000000000000,,6.000000000000000,,,,,10,ALGERIA,,ALGERIA:  EL ASNAM,36.000000000000000,1.500000000000000,15,,,,,,,,,,,,,,,,,,,,,,,,
8040,,1954,10,24,11,41,6,,5.000000000000000,,5.000000000000000,,,,,7,CHINA,,CHINA:  SICHUAN PROVINCE,29.399999999999999,104.799999999999997,30,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
4059,,1954,11,2,8,24,54,,6.800000000000000,,6.800000000000000,,,,,8,INDONESIA,,"INDONESIA:  SUMABAWA:  BIMA,RABA",-8.000000000000000,119.000000000000000,170,,,,,,,,1,,,,2,,,,,,,,1,,,,2
6368,Tsu,1954,11,18,20,44,55,30,6.500000000000000,,6.500000000000000,,,,,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,38.899999999999999,142.199999999999989,30,,,,,,,,,,,,,,,,,,,,,,,,
6369,Tsu,1955,1,18,,,,,,,,,,,,,VENEZUELA,,VENEZUELA:  OFF THE COAST NEAR LA VELA,11.460000000000001,-69.569999999999993,90,,,,,,,,,,,,,,,,,,,,1,,,,1
4061,,1955,1,25,12,23,,,,,,,,,,4,USA,CA,CALIFORNIA:  TERMINAL ISLAND,33.799999999999997,-118.200000000000003,150,,,,,,,3.000000000000000,2,,,,,,,,,,,,,,,,
8042,,1955,2,18,22,48,33,,,,,,,,,,PAKISTAN,,PAKISTAN:  QUETTA,30.500000000000000,67.000000000000000,60,12,1,,,,3,,2,,,,,12,1,,,,3,,2,,,,
4062,,1955,2,27,20,43,,60,7.800000000000000,,,,,,7.800000000000000,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.000000000000000,-175.500000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
4066,,1955,3,31,18,18,,96,7.600000000000000,,,,,,7.600000000000000,8,PHILIPPINES,,"PHILIPPINES:  MINDANAO:  LANAO,OZAMIZ,COTABATO",8.100000000000000,123.200000000000003,170,400,3,,,,,5.000000000000000,2,,,,,,,,,,,,,,,,
4068,,1955,4,4,19,24,,,6.200000000000000,,,,,,6.200000000000000,,NICARAGUA,,NICARAGUA:  MANAGUA,13.000000000000000,-87.000000000000000,100,,,,,,,,2,,,,,,,,,,,,,,,,
4069,,1955,4,13,20,45,,,,,,,,,,,GREECE,,GREECE:  S,37.500000000000000,22.000000000000000,130,,,,,,,,2,,,,,,,,,,,,,,,,
4071,Tsu,1955,4,19,16,47,19,33,6.200000000000000,,6.200000000000000,,,,,10,GREECE,,GREECE:  DRAKIA-AGRIA (MAGNESIA),39.399999999999999,23.100000000000001,130,8,1,,,149,3,,4,459,3,8352,4,8,1,,,149,3,,4,459,3,8352,4
4073,Tsu,1955,4,19,20,24,5,30,7.100000000000000,,7.100000000000000,,,,,6,CHILE,,CHILE,-30.000000000000000,-72.000000000000000,160,,,,,,,,,,,,,1,1,,,,,,1,,1,,
4075,,1955,4,21,7,18,,,6.000000000000000,,,,,,6.000000000000000,10,GREECE,,GREECE:  AEGEAN SEA,39.500000000000000,23.000000000000000,130,7,1,,,,,,3,,,,,,,,,,,,,,,,
6370,Tsu,1955,5,17,14,49,49,,7.300000000000000,,7.300000000000000,,,,,,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,6.500000000000000,94.000000000000000,60,,,,,,,,,,,,,,,,,,,,,,,,
4076,,1955,7,16,7,7,,,6.800000000000000,,,,,,6.800000000000000,9,TURKEY,,"TURKEY:  SOKE, AYDIN",37.500000000000000,27.000000000000000,140,4,1,,,,,,3,,,,,,,,,,,,,,,,
4080,,1955,9,1,17,33,,,5.800000000000000,,,,,,5.800000000000000,,COSTA RICA,,COSTA RICA,10.000000000000000,-84.500000000000000,100,10,1,,,,,,2,,,,,,,,,,,,,,,,
6371,Tsu,1955,9,8,3,27,14,33,6.500000000000000,,6.500000000000000,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  FAURO ISLAND,-6.900000000000000,155.699999999999989,170,,,,,,,,,,,,,,,,,,,,,,,,
4083,,1955,9,12,6,9,20,,6.300000000000000,,6.300000000000000,,,,,,EGYPT,,EGYPT:  NILE DELTA,32.200000000000003,29.600000000000001,15,22,1,,,12,1,,3,,,,,22,1,,,12,1,,3,,,,
6372,Tsu,1955,10,10,8,57,47,33,7.300000000000000,,7.300000000000000,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-5.000000000000000,152.500000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
4086,,1956,1,8,7,11,26,,6.500000000000000,,6.500000000000000,,,,,,MEXICO,,MEXICO:  GUERRERO,17.000000000000000,-99.500000000000000,150,,,,,,3,,3,,,,,,,,,,3,,3,,,,
9782,Tsu,1956,1,8,20,54,13,,7.100000000000000,,7.100000000000000,,,,,5,CHILE,,CHILE,-19.000000000000000,-70.000000000000000,160,,1,,,,,,1,,,,,,1,,,,,,1,,,,
4087,,1956,1,10,,,,,7.700000000000000,,,,,,7.700000000000000,,TONGA,,TONGA ISLANDS,-20.000000000000000,-175.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
4089,,1956,1,16,23,37,,,7.300000000000000,,,,,,7.300000000000000,9,ECUADOR,,ECUADOR,-0.500000000000000,-80.500000000000000,160,,,,,,,,2,,,,,,,,,,,,,,,,
4090,,1956,1,24,,,,,7.300000000000000,,,,,,7.300000000000000,,NICARAGUA,,NICARAGUA:  PUERTO SAMOZA,12.199999999999999,-86.700000000000003,100,,,,,,,,2,,,,,,,,,,,,,,,,
4091,,1956,1,31,2,25,,7,4.500000000000000,,,,,,4.500000000000000,7,SLOVENIA,,"BALKANS NW:  SLOVENIA:  ILIRSKA BISTRICA,KOSEZE",45.500000000000000,14.300000000000001,130,,,,,,,,2,,,,,,,,,,,,,,,,
4092,,1956,2,20,20,31,,,5.800000000000000,,,,,,5.800000000000000,8,TURKEY,,TURKEY:  ESKISEHIR,40.000000000000000,30.500000000000000,140,4,1,,,,,,2,,,,,,,,,,,,,,,,
10063,Tsu,1956,3,2,22,43,,,5.300000000000000,,5.300000000000000,,,,,7,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND,-38.899999999999999,175.699999999999989,170,,,,,,,,1,,,,,,,,,,,,1,,,,
6373,Tsu,1956,3,5,23,29,,20,,,,,,,,,JAPAN,,"NE. HOKKAIDO ISLAND, JAPAN",44.299999999999997,144.099999999999994,30,,,,,,,,,,,,,,,,,,,,,,,,
