I_D,FLAG_TSUNA,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPT,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_N,LATITUDE,LONGITUDE,REGION_COD,DEATHS,DEATHS_DES,MISSING,MISSING_DE,INJURIES,INJURIES_D,DAMAGE_MIL,DAMAGE_DES,HOUSES_DES,HOUSES_D_1,HOUSES_DAM,HOUSES_D_2,TOTAL_DEAT,TOTAL_DE_1,TOTAL_MISS,TOTAL_MI_1,TOTAL_INJU,TOTAL_IN_1,TOTAL_DAMA,TOTAL_DA_1,TOTAL_HOUS,TOTAL_HO_1,TOTAL_HO_2,TOTAL_HO_3
9772,,2010,9,6,11,24,1.5,9,5.000000000000000,,,5.000000000000000,5.300000000000000,,,5,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.570000000000000,172.388000000000005,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9773,,2010,9,6,22,48,33.2,21,5.100000000000000,,,5.100000000000000,5.200000000000000,,,6,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433000000000000,176.818000000000012,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9774,,2010,9,7,19,49,57.4,6,5.000000000000000,,,5.000000000000000,4.700000000000000,,,7,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.597999999999999,172.689999999999998,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9775,,2010,9,10,17,24,16.6,10,4.800000000000000,,,4.800000000000000,,,,5,BANGLADESH,,BANGLADESH:  NARAYANGANJ,23.407000000000000,90.647999999999996,60,,,,,,,,1,,,,,,,,,,,,1,,,,
9777,,2010,10,10,21,44,25.9,33,5.200000000000000,,,5.200000000000000,,,,,PAKISTAN,,"PAKISTAN:  KHANPUR, HARIPUR",33.869000000000000,72.887000000000000,60,1,1,,,15,1,,2,,,100,1,1,1,,,15,1,,1,,,100,2
9592,Tsu,2010,10,25,14,42,22,20,7.800000000000000,7.800000000000000,7.300000000000000,6.500000000000000,,,,,INDONESIA,,INDONESIA:  SUMATRA,-3.487000000000000,100.081999999999994,60,,,,,,,,,,,,,431,3,,,,,39.000000000000000,4,700,3,,
9825,,2010,11,12,9,37,19.9,27,4.700000000000000,,,4.700000000000000,,,,,PAKISTAN,,PAKISTAN:  QUETTA,30.178000000000001,67.117000000000004,60,,,,,12,1,,1,,,,2,,,,,12,1,,1,,,,2
9759,Tsu,2010,12,21,17,19,40.6,14,7.400000000000000,7.400000000000000,7.500000000000000,7.000000000000000,,,,,JAPAN,,JAPAN:  BONIN ISLANDS,26.901000000000000,143.698000000000008,30,,,,,,,,,,,,,,,,,,,,,,,,
9761,Tsu,2010,12,25,13,16,37,16,7.300000000000000,7.300000000000000,7.400000000000000,6.800000000000000,,,,,VANUATU,,VANUATU ISLANDS,-19.702000000000002,167.947000000000003,170,,,,,,,,,,,,,,,,,4,1,,1,,,,
9828,,2010,12,25,21,30,15.7,5,4.500000000000000,,,4.500000000000000,4.900000000000000,,,,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,-43.549999999999997,172.646999999999991,170,,,,,,,,1,,,20,1,,,,,,,,1,,,20,1
9811,Tsu,2011,1,9,10,3,44.2,24,6.500000000000000,6.500000000000000,6.400000000000000,6.100000000000000,,,,,VANUATU,,VANUATU ISLANDS,-19.157000000000000,168.311000000000007,170,,,,,,,,,,,,,,,,,,,,,,,,
9831,,2011,2,4,13,53,46.2,85,6.300000000000000,6.300000000000000,,6.400000000000000,,,,,MYANMAR (BURMA),,MYANMAR (BURMA):  MONYWA,24.617999999999999,94.680000000000007,60,1,1,,,,,,1,,2,,,1,1,,,,,,1,,2,,
9776,Tsu,2011,2,11,20,5,30.7,28,6.800000000000000,6.800000000000000,,6.000000000000000,,,,,CHILE,,CHILE:  OFF COAST CENTRAL,-36.473999999999997,-73.125000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
9779,Tsu,2011,2,21,23,51,42.3,6,6.100000000000000,6.100000000000000,6.300000000000000,6.100000000000000,6.300000000000000,,,,NEW ZEALAND,,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.582999999999998,172.680000000000007,170,181,3,,,1500,4,15000.000000000000000,4,100000,4,,,181,3,,,1500,4,15000.000000000000000,4,100000,4,,
9835,,2011,3,3,15,12,1.4,50,5.500000000000000,5.500000000000000,,5.400000000000000,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,9.457000000000001,125.935000000000002,170,,,,,,,,1,,,,2,,,,,,,,1,,,,2
9797,Tsu,2011,3,9,2,45,20.3,32,7.500000000000000,7.500000000000000,7.300000000000000,6.400000000000000,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.435000000000002,142.842000000000013,30,,,,,,,,,,,,,,,,,,,,,,,,
9799,Tsu,2011,3,11,5,46,24.1,30,9.100000000000000,9.100000000000000,8.300000000000001,7.200000000000000,,,,,JAPAN,,JAPAN:  HONSHU,38.296999999999997,142.372000000000014,30,1476,4,,,6152,4,220000.000000000000000,4,127511,4,273796,4,18453,4,,,6152,4,220085.456000000005588,4,127511,4,273796,4
9805,,2011,3,11,6,15,40.2,43,7.900000000000000,7.900000000000000,,6.800000000000000,,,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,36.280999999999999,141.110999999999990,30,,,,,,,,,,,,,,,,,,,,,,,,
9806,,2011,3,11,6,25,50.3,19,7.600000000000000,7.600000000000000,,7.100000000000000,,,,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,38.058000000000000,144.590000000000003,30,,,,,,,,,,,,,,,,,,,,,,,,
9804,Tsu,2011,4,7,14,32,43.2,42,7.100000000000000,7.100000000000000,7.000000000000000,6.900000000000000,,,,,JAPAN,,JAPAN: NEAR E COAST HONSHU,38.276000000000003,141.587999999999994,30,3,1,,,132,3,,1,,,,,3,1,,,132,3,,1,,,,
9841,,2011,4,11,8,16,12.7,11,6.600000000000000,6.600000000000000,6.500000000000000,6.400000000000000,,,,,JAPAN,,JAPAN:  HONSHU,37.000999999999998,140.401000000000010,30,7,1,,,,,,1,3,1,,,7,1,,,,,,1,3,1,,
9864,,2011,4,24,23,7,51.4,8,6.100000000000000,6.100000000000000,5.800000000000000,5.700000000000000,,,,,INDONESIA,,INDONESIA:   SULAWESI:  KENDARI,-4.586000000000000,122.771000000000001,170,,,,,14,1,,2,,2,,,,,,,14,1,,2,,2,,
9821,,2011,5,11,16,47,25.7,1,5.100000000000000,5.100000000000000,,5.300000000000000,,,,,SPAIN,,SPAIN:  LORCA,37.698999999999998,-1.672000000000000,130,10,1,,,,3,,1,,1,,1,10,1,,,,3,,1,,1,,
9858,,2011,6,13,2,20,49.3,6,6.000000000000000,6.000000000000000,6.000000000000000,6.000000000000000,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.564000000000000,172.742999999999995,170,1,1,,,45,1,3000.000000000000000,4,100,2,,,1,1,,,45,1,3000.000000000000000,4,100,2,,
9824,Tsu,2011,6,24,3,9,39.4,52,7.300000000000000,7.300000000000000,,6.900000000000000,6.700000000000000,,,,USA,,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.049999999999997,-171.836000000000013,150,,,,,,,,,,,,,,,,,,,,,,,,
9822,Tsu,2011,7,6,19,3,18.2,17,7.600000000000000,7.600000000000000,7.800000000000000,7.000000000000000,,,,,KERMADEC ISLANDS (NEW ZEALAND),,NEW ZEALAND: KERMADEC ISLANDS,-29.539000000000001,-176.340000000000003,170,,,,,,,,,,,,,,,,,,,,,,,,
9823,Tsu,2011,7,10,0,57,10.8,23,7.000000000000000,7.000000000000000,7.000000000000000,6.600000000000000,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.033999999999999,143.264000000000010,30,,,,,,,,,,,,,,,,,,,,,,,,
9838,Tsu,2011,8,20,16,55,2.8,32,7.100000000000000,7.100000000000000,7.100000000000000,6.200000000000000,,,,,VANUATU,,VANUATU ISLANDS,-18.364999999999998,168.143000000000001,170,,,,,,,,,,,,,,,,,,,,,,,,
9837,Tsu,2011,8,20,18,19,23.5,28,7.000000000000000,7.000000000000000,7.100000000000000,6.400000000000000,,,,,VANUATU,,VANUATU ISLANDS,-18.311000000000000,168.217999999999989,170,,,,,,,,,,,,,,,,,,,,,,,,
9861,,2011,8,23,17,51,4.5,6,5.800000000000000,5.800000000000000,5.600000000000000,5.900000000000000,,,,7,USA,VA,"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",37.936000000000000,-77.933000000000007,150,,,,,,,,2,,,,,,,,,,,,2,,,,
9839,Tsu,2011,9,2,10,55,53.5,32,6.800000000000000,6.800000000000000,6.900000000000000,6.500000000000000,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.170999999999999,-171.707999999999998,150,,,,,,,,,,,,,,,,,,,,,,,,
9840,,2011,9,5,17,55,11.2,91,6.700000000000000,6.700000000000000,,6.600000000000000,,,,,INDONESIA,,INDONESIA:  SUMATRA,2.965000000000000,97.893000000000001,60,10,1,,,,,,1,,,,2,10,1,,,,,,1,,,,2
9843,,2011,9,19,18,33,55.8,9,5.600000000000000,5.600000000000000,5.300000000000000,5.100000000000000,,,,,GUATEMALA,,GUATEMALA:  CUILAPA SANTA ROSA,14.186000000000000,-90.238000000000000,100,1,1,,,,,,1,,,,,1,1,,,,,,1,,,,
9875,,2011,10,20,17,18,34.1,10,5.000000000000000,,,5.000000000000000,,,,,INDIA,,INDIA:  GUJARAT,21.210999999999999,70.533000000000001,60,,,,,34,1,,3,,,3000,4,,,,,34,1,,3,,,3000,4
9846,Tsu,2011,10,21,17,57,16.1,33,7.400000000000000,7.400000000000000,7.500000000000000,6.400000000000000,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.992999999999999,-176.238000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
9886,,2011,10,28,18,54,34,24,6.900000000000000,6.900000000000000,6.900000000000000,6.500000000000000,,,,,PERU,,PERU:  SAN VICENTE DE CANETE,-14.438000000000001,-75.965999999999994,160,1,1,,,103,3,,2,134,3,,,1,1,,,103,2,,2,134,3,,
9851,,2011,11,7,9,43,15.9,46,5.000000000000000,5.000000000000000,,5.000000000000000,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,7.904000000000000,125.185000000000002,170,,,,,31,1,,1,,,23,1,,,,,31,1,,1,,,23,1
9890,,2011,11,21,3,15,42.2,114,5.800000000000000,5.800000000000000,,5.900000000000000,,,,,INDIA,,INDIA:  ASSAM,24.954999999999998,95.236000000000004,60,,,,,,,,1,,,,,,,,,,,,1,,,,
9863,,2011,11,24,21,13,15.6,43,5.100000000000000,,,5.100000000000000,,,,,EL SALVADOR,,EL SALVADOR-GUATEMALA,13.297000000000001,-87.897999999999996,100,,,,,,,,1,,,80,2,,,,,,,,1,,,80,2
9854,,2011,12,3,6,19,10.4,56,5.300000000000000,,,5.300000000000000,5.700000000000000,,,,NEW ZEALAND,,NEW ZEALAND:  COOK STRAIT,-41.363999999999997,174.314999999999998,170,,,,,,,,1,,,,2,,,,,,,,1,,,,2
9853,,2011,12,11,1,47,25.9,54,6.400000000000000,6.400000000000000,,6.200000000000000,,,,,MEXICO,,MEXICO:  GUERRERO,17.844000000000001,-99.962999999999994,150,2,1,,,5,1,,2,,,70,2,2,1,,,5,1,,2,,,70,2
9855,,2011,12,23,0,58,38.3,10,5.800000000000000,5.800000000000000,5.600000000000000,5.700000000000000,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.490000000000002,172.800000000000011,170,,,,,60,2,,1,,,,1,,,,,60,2,,1,,,,1
9867,,2012,1,30,5,11,0.9,43,6.400000000000000,6.400000000000000,5.900000000000000,6.300000000000000,,,,,PERU,,PERU:  ICA,-14.167999999999999,-75.635000000000005,160,,,,,119,3,,1,,,,1,,,,,119,3,,1,,,,1
9871,Tsu,2012,2,2,13,34,40.6,23,7.000000000000000,7.000000000000000,6.900000000000000,6.500000000000000,,,,,VANUATU,,VANUATU ISLANDS,-17.827000000000002,167.133000000000010,170,,,,,,,,,,,,,,,,,,,,,,,,
9870,,2012,2,6,3,49,12.5,11,6.700000000000000,6.700000000000000,6.600000000000000,6.300000000000000,,,,,PHILIPPINES,,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,9.999000000000001,123.206000000000003,170,51,2,62,2,112,3,15.000000000000000,3,15000,4,,,51,2,62,2,112,3,15.000000000000000,3,15000,4,,
9904,,2012,2,26,2,35,0.5,28,5.900000000000000,5.900000000000000,5.700000000000000,5.900000000000000,,,,,TAIWAN,,TAIWAN:  PINGTUNG,22.661000000000001,120.891000000000005,30,,,,,,,,1,,,,,,,,,,,,1,,,,
9905,,2012,3,5,23,6,30.8,37,5.600000000000000,5.600000000000000,2.100000000000000,5.200000000000000,,,,,PHILIPPINES,,PHILIPPINES:  MASBATE ISLAND,12.353999999999999,123.700000000000003,170,,,,,10,1,,1,1,1,,2,,,,,10,1,,1,1,1,,2
9878,Tsu,2012,3,14,9,8,35.1,12,6.900000000000000,6.900000000000000,6.900000000000000,6.700000000000000,,,,,JAPAN,,JAPAN:  HOKKAIDO,40.887000000000000,144.943999999999988,30,,,,,,,,,,,,,,,,,,,,,,,,
9877,,2012,3,16,7,58,2.5,18,5.800000000000000,5.800000000000000,5.300000000000000,5.800000000000000,,,,,PHILIPPINES,,PHILIPPINES:  SURIGAO,10.037000000000001,125.632999999999996,170,,,,,55,2,,1,4,1,,1,,,,,55,2,,1,4,1,,1
9876,Tsu,2012,3,20,18,2,47.4,20,7.400000000000000,7.400000000000000,7.600000000000000,6.600000000000000,,,,8,MEXICO,,"MEXICO:  GUERRERO, OAXACA",16.492999999999999,-98.230999999999995,150,2,1,,,13,1,,3,800,3,,,2,1,,,13,1,,3,800,3,,
9920,,2012,3,25,22,37,6,41,7.200000000000000,7.200000000000000,7.000000000000000,6.500000000000000,,,,,CHILE,,"CHILE:  PARRAL, SANTIAGO",-35.200000000000003,-72.216999999999999,160,1,1,,,14,1,,1,,,,2,1,1,,,14,1,,1,,,,2
9879,Tsu,2012,4,11,8,38,36.7,20,8.600000000000000,8.600000000000000,8.500000000000000,7.400000000000000,,,,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327000000000000,93.063000000000002,60,10,1,,,12,1,,1,,,,2,10,1,,,12,1,,1,,,,2
9880,Tsu,2012,4,11,10,43,10.8,25,8.199999999999999,8.199999999999999,,7.200000000000000,,,,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802000000000000,92.462999999999994,60,,,,,,,,,,,,,,,,,,,,,,,,
9885,Tsu,2012,4,14,22,5,26.4,11,6.300000000000000,6.300000000000000,6.200000000000000,6.000000000000000,,,,,VANUATU,,VANUATU ISLANDS,-18.972000000000001,168.741000000000014,170,,,,,,,,,,,,,,,,,,,,,,,,
9884,,2012,4,17,3,50,15.6,29,6.700000000000000,6.700000000000000,6.200000000000000,6.200000000000000,,,,,CHILE,,CHILE:  VALPARAISO,-32.625000000000000,-71.364999999999995,160,2,1,,,,,,1,,,,2,2,1,,,,,,1,,,,2
9932,,2012,5,14,10,0,40.2,10,6.300000000000000,6.300000000000000,,6.400000000000000,,,,,CHILE,,"CHILE:  ARICA; PERU:  TACNA",-17.678000000000001,-69.590999999999994,160,,,,,,,,1,,,,,,,,,,,,1,,,,
9902,,2012,5,20,2,3,52,6,6.100000000000000,6.100000000000000,6.000000000000000,5.800000000000000,,,,,ITALY,,ITALY:  EMILIA ROMAGNA:  MIRANDOLA,44.890000000000001,11.230000000000000,130,7,1,,,,1,,4,,,,3,7,1,,,50,1,,4,,,,3
9948,,2012,5,20,13,18,2,5,5.100000000000000,5.100000000000000,,5.100000000000000,,,,,ITALY,,ITALY:  SANT'AGOSTINO,44.831000000000003,11.490000000000000,130,,,,,,,,1,,,,,,,,,,,,1,,,,
9901,,2012,5,29,7,0,3,10,5.900000000000000,5.900000000000000,5.800000000000000,5.900000000000000,,,,,ITALY,,"ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO",44.850999999999999,11.086000000000000,130,17,1,,,350,3,15800.000000000000000,4,,,,,17,1,,,350,3,15800.000000000000000,4,,,,
9909,,2012,6,4,11,18,13.4,50,5.800000000000000,5.800000000000000,5.200000000000000,5.900000000000000,,,,,INDONESIA,,INDONESIA:  JAVA,-7.692000000000000,106.370999999999995,60,,,,,2,1,,1,,,23,1,,,,,2,1,,1,,,23,1
9921,,2012,6,10,12,44,16.5,35,6.100000000000000,6.100000000000000,5.900000000000000,5.800000000000000,,,,,TURKEY,,"TURKEY:  FETHIYE; GREECE:  RHODES",36.420000000000002,28.879999999999999,140,,,,,6,1,,1,,,,2,,,,,6,1,,1,,,,2
9919,,2012,6,24,7,59,34.8,10,5.500000000000000,5.500000000000000,5.300000000000000,5.500000000000000,,,,,CHINA,,CHINA:  YUNNAN AND SICHUAN PROVINCES,27.766999999999999,100.781000000000006,30,4,1,,,394,3,,4,6768,4,,,4,1,,,394,3,,4,6768,4,,
9950,,2012,7,20,12,11,52,10,4.900000000000000,,,4.900000000000000,,,,,CHINA,,CHINA:  JIANGSU PROVINCE,32.978000000000002,119.593000000000004,30,1,1,,,2,1,,1,,,,,1,1,,,2,1,,1,,,,
9951,,2012,7,25,0,27,45.2,22,6.500000000000000,6.500000000000000,6.500000000000000,5.900000000000000,,,,,INDONESIA,,INDONESIA: BANDA ACEH,2.707000000000000,96.045000000000002,60,1,1,,,,,,1,,,20,1,1,1,,,,,,1,,,20,1
9926,,2012,7,25,11,20,27,20,6.400000000000000,6.400000000000000,6.500000000000000,6.400000000000000,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS: GUADALCANAL,-9.694000000000001,159.727000000000004,170,,,,,,,,1,26,1,,,,,,,,,,1,26,1,,
9929,,2012,8,14,2,59,38.4,583,7.700000000000000,7.700000000000000,,6.900000000000000,,,,,RUSSIA,,RUSSIA:  SAKHALIN ISLAND,49.799999999999997,145.063999999999993,50,,,,,,,,,,,,,,,,,,,,,,,,
9938,,2012,8,18,9,41,52.4,10,6.300000000000000,6.300000000000000,6.100000000000000,5.800000000000000,,,,,INDONESIA,,"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",-1.315000000000000,120.096000000000004,170,6,1,,,43,1,,4,471,3,1097,4,6,1,,,43,1,,4,471,3,1097,4
9934,Tsu,2012,8,27,4,37,19.4,28,7.300000000000000,7.300000000000000,,,,,,,NICARAGUA,,NICARAGUA:  OFF THE COAST,12.138999999999999,-88.590000000000003,100,,,,,,,,,,,,,,,,,,,,,,,,
9935,Tsu,2012,8,31,12,47,33.3,28,7.600000000000000,7.600000000000000,7.600000000000000,7.200000000000000,,,,,PHILIPPINES,,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811000000000000,126.638000000000005,170,1,1,,,1,1,0.300000000000000,1,,1,,,1,1,,,1,1,0.300000000000000,1,,1,,
9936,Tsu,2012,9,5,14,42,7.8,35,7.600000000000000,7.600000000000000,7.700000000000000,6.800000000000000,,,,,COSTA RICA,,COSTA RICA:  NICOYA,10.085000000000001,-85.314999999999998,100,2,1,,,20,1,,1,,2,,,2,1,,,20,1,,1,,2,,
9937,,2012,9,7,3,19,42.5,10,5.600000000000000,5.600000000000000,5.400000000000000,5.600000000000000,,,,,CHINA,,CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG,27.574999999999999,103.983000000000004,30,81,2,,,821,3,1000.000000000000000,4,37000,4,133000,4,81,2,,,821,3,1000.000000000000000,4,37000,4,133000,4
9941,Tsu,2012,10,28,3,4,8.9,14,7.700000000000000,7.700000000000000,7.500000000000000,6.500000000000000,,,,,CANADA,,CANADA:  QUEEN CHARLOTTE ISLANDS,52.787999999999997,-132.100999999999999,150,,,,,,,,1,,,,1,1,1,,,,,,1,,,,1
9942,Tsu,2012,11,7,16,35,46.9,24,7.300000000000000,7.300000000000000,7.400000000000000,6.600000000000000,,,,,GUATEMALA,,"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU",13.988000000000000,-91.894999999999996,100,48,2,,,155,3,,3,2769,4,7561,4,48,2,,,155,3,,3,2769,4,7561,4
9946,Tsu,2012,12,7,8,18,23.1,31,7.200000000000000,7.200000000000000,7.300000000000000,7.200000000000000,,,,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.890000000000001,143.949000000000012,30,,,,,11,1,,,,,,,,,,,11,1,,,,,,
9953,Tsu,2013,1,5,8,58,19.3,10,7.500000000000000,7.500000000000000,7.700000000000000,6.400000000000000,,,,,USA,AK,ALASKA:  SOUTHEASTERN,55.393000000000001,-134.651999999999987,150,,,,,,,,,,,,,,,,,,,,1,,,,
9957,,2013,1,21,22,22,52.7,12,6.100000000000000,6.100000000000000,6.000000000000000,5.800000000000000,,,,,INDONESIA,,INDONESIA:  SUMATERA:  N,4.927000000000000,95.906999999999996,60,1,1,,,15,1,,1,,,71,2,1,1,,,15,1,,1,,,71,2
9958,Tsu,2013,2,6,1,12,25.8,24,7.900000000000000,7.900000000000000,7.400000000000000,6.400000000000000,,,,8,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.798999999999999,165.114000000000004,170,,,,,,,,1,,,,,10,1,,,15,1,2.000000000000000,2,588,3,478,3
9963,Tsu,2013,2,8,15,26,38.4,21,7.000000000000000,7.000000000000000,6.900000000000000,6.400000000000000,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.928000000000001,166.018000000000001,170,,,,,,,,,,,,,,,,,,,,,,,,
9965,,2013,2,19,2,47,1.2,10,4.900000000000000,4.900000000000000,,,4.900000000000000,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  QIAOJIA,27.225999999999999,103.070999999999998,30,,,,,8,1,,2,72,2,949,3,,,,,8,1,,2,72,2,949,3
9974,,2013,4,9,11,52,49.9,12,6.300000000000000,6.300000000000000,6.300000000000000,5.900000000000000,,,,,IRAN,,"IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA",28.428000000000001,51.593000000000004,140,37,1,,,850,3,,2,,3,700,3,37,1,,,850,3,,2,,3,700,3
10182,,2013,4,10,19,14,2,4,5.400000000000000,5.400000000000000,,5.400000000000000,,,,,HONDURAS,,HONDURAS: ATLANTIDA,15.520000000000000,-87.159000000000006,100,,,,,,,,1,12,1,66,2,,,,,,,,1,12,1,66,2
9980,,2013,4,12,20,33,17.5,14,5.800000000000000,5.800000000000000,5.500000000000000,5.700000000000000,,,,,JAPAN,,JAPAN,34.369000000000000,134.828000000000003,30,,,,,24,1,,1,,,,1,,,,,24,1,,1,,,,1
10035,,2013,4,17,8,57,33.9,9,5.800000000000000,5.800000000000000,5.500000000000000,5.600000000000000,,,,,JAPAN,,JAPAN: MIYAKEJIMA,33.957999999999998,139.352000000000004,30,,,,,3,1,,1,,,,2,,,,,3,1,,1,,,,2
9977,Tsu,2013,4,19,3,5,52.6,110,7.200000000000000,7.200000000000000,,7.100000000000000,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.220999999999997,150.788000000000011,50,,,,,,,,,,,,,,,,,,,,,,,,
9991,,2013,5,1,6,57,13.4,15,5.700000000000000,5.700000000000000,5.600000000000000,5.600000000000000,,,,,INDIA,,"INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN",33.061000000000000,75.863000000000000,60,3,1,,,90,2,19.500000000000000,3,1136,4,95532,4,3,1,,,90,2,19.500000000000000,3,1136,4,95532,4
9994,,2013,5,11,2,8,8.5,15,6.100000000000000,6.100000000000000,6.500000000000000,5.900000000000000,,,,,IRAN,,IRAN:  HORMOZGAN: BASHAGARD,26.559999999999999,57.770000000000003,140,2,1,,,20,1,,2,,,,3,2,1,,,20,1,,2,,,,3
10037,,2013,5,19,9,7,26.5,7,4.900000000000000,,4.900000000000000,5.000000000000000,5.500000000000000,,,,ALGERIA,,ALGERIA:  ALGIERS,36.703000000000003,5.261000000000000,15,,,,,5,1,,1,,,,2,,,,,5,1,,1,,,,2
10003,,2013,6,1,14,10,6.7,10,5.700000000000000,5.700000000000000,5.600000000000000,5.700000000000000,,,,,PHILIPPINES,,"PHILIPPINES:  N. COTABATO:  KIMADZIL, KIBUGTONGAN",7.275000000000000,124.897999999999996,170,,,,,33,1,,1,,,164,3,,,,,33,1,,1,,,164,3
10006,,2013,6,22,5,42,39.8,47,5.100000000000000,5.100000000000000,,5.100000000000000,,,,,INDONESIA,,INDONESIA:  LOMBOK ISLAND,-8.305000000000000,116.058000000000007,60,,,,,50,1,,3,5370,3,1700,4,,,,,50,1,,3,5370,4,1700,4
10005,,2013,7,2,7,37,2.6,13,6.100000000000000,6.100000000000000,6.200000000000000,5.900000000000000,,,,,INDONESIA,,INDONESIA:  BANDA ACEH,4.645000000000000,96.665000000000006,60,42,1,,,2500,4,,3,20401,4,,,42,1,6,1,2500,4,,3,20401,4,,
10038,,2013,7,8,2,13,40.6,60,5.700000000000000,5.700000000000000,,5.500000000000000,,,,,INDONESIA,,INDONESIA:  JAVA,-8.803000000000001,113.001999999999995,60,,,,,1,1,,1,124,3,,,,,,,1,1,,1,124,3,,
10034,,2013,7,17,3,0,56.5,10,4.800000000000000,,,4.800000000000000,,,,,ALGERIA,,ALGERIA:  HAMMAM MELOUANE,36.533999999999999,3.086000000000000,15,,,,,11,1,,1,,,,3,,,,,11,1,,1,,,,3
10021,Tsu,2013,7,21,5,9,31.4,17,6.500000000000000,6.500000000000000,6.700000000000000,6.100000000000000,,,,,NEW ZEALAND,,NEW ZEALAND:  COOK STRAIT,-41.704000000000001,174.336999999999989,170,,,,,5,1,,1,,,35,1,,,,,5,1,,1,,,35,1
10295,,2013,8,2,21,37,7,42,5.200000000000000,,,5.200000000000000,,,,3,INDIA,,INDIA:  KASHMIR:  KISHTWAR,33.296999999999997,75.950000000000003,60,,,,,2,1,,2,,,,3,,,,,2,1,,2,,,,3
10033,,2013,8,7,9,6,2,0,5.500000000000000,5.500000000000000,,,,,,,GREECE,,"GREECE:  CENTRAL:   PHTHIOTIS, REGGINI",38.689000000000000,22.695000000000000,130,,,,,,,,2,100,2,,,,,,,,,,2,100,2,,
10032,,2013,8,16,2,31,47,12,6.500000000000000,6.500000000000000,,,,,,6,NEW ZEALAND,,"NEW ZEALAND:  WELLINGTON, MARLBOROUGH",-41.731000000000002,174.026999999999987,170,,,,,,2,,2,,2,,2,,,,,,2,,2,,2,,2
10029,,2013,8,21,12,38,7,21,6.200000000000000,6.200000000000000,,,,,,8,MEXICO,,"MEXICO:  SAN MARCOS, ACAPULCO",16.878000000000000,-99.498000000000005,150,,,,,1,1,,1,,,,1,,,,,1,1,,1,,,,1
10297,,2013,8,27,20,44,36,10,5.200000000000000,5.200000000000000,,,,,,,CHINA,,CHINA:  YUNNAN PROVINCE: SHANGRI-LA,28.239000000000001,99.328000000000003,30,,,,,,,,1,36,1,36,1,,,,,,,,1,36,1,36,1
10031,,2013,8,31,0,5,15,8,5.800000000000000,5.800000000000000,,,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  BENZILAN,28.242999999999999,99.349999999999994,30,5,1,,,24,1,,3,600,3,55500,4,5,1,,,24,1,,3,600,3,55500,4
